 Procedimentos hospitalares do SUS - por local de internação - São Paulo;
Internações por Ano/mês atendimento;
Município: 354990 SAO JOSE DOS CAMPOS;
Subgrupo proced.: 0406 Cirurgia do aparelho circulatório;
Período:2019-2022;
Ano/mês atendimento;Internações
2018;14
..Setembro/2018;1
..Novembro/2018;1
..Dezembro/2018;12
2019;2516
..Janeiro/2019;212
..Fevereiro/2019;198
..Março/2019;227
..Abril/2019;206
..Maio/2019;226
..Junho/2019;228
..Julho/2019;201
..Agosto/2019;238
..Setembro/2019;214
..Outubro/2019;193
..Novembro/2019;208
..Dezembro/2019;165
2020;2158
..Janeiro/2020;223
..Fevereiro/2020;193
..Março/2020;182
..Abril/2020;120
..Maio/2020;123
..Junho/2020;116
..Julho/2020;125
..Agosto/2020;146
..Setembro/2020;197
..Outubro/2020;256
..Novembro/2020;249
..Dezembro/2020;228
2021;1857
  Janeiro/2021;124
  Fevereiro/2021;141
  Março/2021;173
  Abril/2021;126
  Maio/2021;107
  Junho/2021;148
  Julho/2021;155
  Agosto/2021;172
  Setembro/2021;135
  Outubro/2021;181
  Novembro/2021;208
  Dezembro/2021;187
2022;2348
..Janeiro/2022;140
..Fevereiro/2022;178
..Março/2022;231
..Abril/2022;193
..Maio/2022;215
..Junho/2022;183
..Julho/2022;224
..Agosto/2022;232
..Setembro/2022;204
..Outubro/2022;176
..Novembro/2022;212
..Dezembro/2022;160
Total;8893
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS);
 Notas:;
 ;
 Dados referentes aos últimos seis meses, sujeitos a  atualização.;
 A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:;
      ;
"      Até maio de 2012 estas informações estão disponíveis como ""Natureza"" e ""Esfera Administrativa"".";
"      De junho de 2012 a outubro de 2015, estão disponíveis tanto como ""Natureza"" e ""Esfera Administrativa"", como ""Natureza Jurídica"" e ""Esfera Jurídica"".";
"      A partir de novembro de 2015, estão disponíveis como ""Natureza Jurídica"" e ""Esfera Jurídica"".";
      ;
 ;
 Consulte o site da Secretaria Estadual de Saúde para mais informações.;
